counter,red_count,green_count,blue_count,total_count,red_value,green_value,blue_value,total_value
773,1,0,3,4,5,0,45,50
774,1,0,3,4,5,0,45,50
775,1,0,3,4,5,0,45,50
776,1,0,3,4,5,0,45,50
777,1,0,3,4,5,0,45,50
778,1,0,3,4,5,0,45,50
779,1,0,3,4,5,0,45,50
780,1,0,3,4,5,0,45,50
781,1,0,3,4,5,0,45,50
782,1,0,3,4,5,0,45,50
783,1,0,3,4,5,0,45,50
784,1,0,3,4,5,0,45,50
785,1,0,3,4,5,0,45,50
786,1,0,3,4,5,0,45,50
787,1,0,3,4,5,0,45,50
788,1,0,3,4,5,0,45,50
789,1,0,3,4,5,0,45,50
790,1,0,3,4,5,0,45,50
791,1,0,3,4,5,0,45,50
792,1,0,3,4,5,0,45,50
793,1,0,3,4,5,0,45,50
794,1,0,3,4,5,0,45,50
795,1,0,3,4,5,0,45,50
796,1,0,3,4,5,0,45,50
797,1,0,3,4,5,0,45,50
798,1,0,3,4,5,0,45,50
799,1,0,3,4,5,0,45,50
800,1,0,3,4,5,0,45,50
801,1,0,3,4,5,0,45,50
802,1,0,3,4,5,0,45,50
803,1,0,3,4,5,0,45,50
804,1,0,3,4,5,0,45,50
805,1,0,3,4,5,0,45,50
806,1,0,3,4,5,0,45,50
807,1,0,3,4,5,0,45,50
808,1,0,3,4,5,0,45,50
809,1,0,3,4,5,0,45,50
810,1,0,3,4,5,0,45,50
811,1,0,3,4,5,0,45,50
812,1,0,3,4,5,0,45,50
813,1,0,3,4,5,0,45,50
814,1,0,3,4,5,0,45,50
815,1,0,3,4,5,0,45,50
816,1,0,3,4,5,0,45,50
817,1,0,3,4,5,0,45,50
818,1,0,3,4,5,0,45,50
819,1,0,3,4,5,0,45,50
820,1,0,3,4,5,0,45,50
821,1,0,3,4,5,0,45,50
822,1,0,3,4,5,0,45,50
823,1,0,3,4,5,0,45,50
824,1,0,3,4,5,0,45,50
825,1,0,3,4,5,0,45,50
826,1,0,3,4,5,0,45,50
827,1,0,3,4,5,0,45,50
828,1,0,3,4,5,0,45,50
829,1,0,3,4,5,0,45,50
830,1,0,3,4,5,0,45,50
831,1,0,3,4,5,0,45,50
832,1,0,3,4,5,0,45,50
833,1,0,3,4,5,0,45,50
834,1,0,3,4,5,0,45,50
835,1,0,3,4,5,0,45,50
836,1,0,3,4,5,0,45,50
837,1,0,3,4,5,0,45,50
838,1,0,3,4,5,0,45,50
839,1,0,3,4,5,0,45,50
840,1,0,3,4,5,0,45,50
841,1,0,3,4,5,0,45,50
842,1,0,3,4,5,0,45,50
843,1,0,3,4,5,0,45,50
844,1,0,3,4,5,0,45,50
845,1,0,3,4,5,0,45,50
846,1,0,3,4,5,0,45,50
847,1,0,3,4,5,0,45,50
848,1,0,3,4,5,0,45,50
849,1,0,3,4,5,0,45,50
850,1,0,3,4,5,0,45,50
851,1,0,3,4,5,0,45,50
852,1,0,3,4,5,0,45,50
853,1,0,3,4,5,0,45,50
854,1,0,3,4,5,0,45,50
855,1,0,3,4,5,0,45,50
856,1,0,3,4,5,0,45,50
857,1,0,3,4,5,0,45,50
858,1,0,3,4,5,0,45,50
859,1,0,3,4,5,0,45,50
860,1,0,3,4,5,0,45,50
861,1,0,3,4,5,0,45,50
862,1,0,3,4,5,0,45,50
863,1,0,3,4,5,0,45,50
864,1,0,3,4,5,0,45,50
865,1,0,3,4,5,0,45,50
866,1,0,3,4,5,0,45,50
867,1,0,3,4,5,0,45,50
868,1,0,3,4,5,0,45,50
869,1,0,3,4,5,0,45,50
870,1,0,3,4,5,0,45,50
871,1,0,3,4,5,0,45,50
872,1,0,3,4,5,0,45,50
873,1,0,3,4,5,0,45,50
874,1,0,3,4,5,0,45,50
875,1,0,3,4,5,0,45,50
876,1,0,3,4,5,0,45,50
877,1,0,3,4,5,0,45,50
878,1,0,3,4,5,0,45,50
879,1,0,3,4,5,0,45,50
880,1,0,3,4,5,0,45,50
881,1,0,3,4,5,0,45,50
882,1,0,3,4,5,0,45,50
883,1,0,3,4,5,0,45,50
884,1,0,3,4,5,0,45,50
885,1,0,3,4,5,0,45,50
886,1,0,3,4,5,0,45,50
887,1,0,3,4,5,0,45,50
888,1,0,3,4,5,0,45,50
889,1,0,3,4,5,0,45,50
890,1,0,3,4,5,0,45,50
891,1,0,3,4,5,0,45,50
892,1,0,3,4,5,0,45,50
893,1,0,3,4,5,0,45,50
894,1,0,3,4,5,0,45,50
895,1,0,3,4,5,0,45,50
896,1,0,3,4,5,0,45,50
897,1,0,3,4,5,0,45,50
898,1,0,3,4,5,0,45,50
899,1,0,3,4,5,0,45,50
900,1,0,3,4,5,0,45,50
901,1,0,3,4,5,0,45,50
902,1,0,3,4,5,0,45,50
903,1,0,3,4,5,0,45,50
904,1,0,3,4,5,0,45,50
905,1,0,3,4,5,0,45,50
906,1,0,3,4,5,0,45,50
907,1,0,3,4,5,0,45,50
908,1,0,3,4,5,0,45,50
909,1,0,3,4,5,0,45,50
910,1,0,3,4,5,0,45,50
911,1,0,3,4,5,0,45,50
912,1,0,3,4,5,0,45,50
913,1,0,3,4,5,0,45,50
914,1,0,3,4,5,0,45,50
915,1,0,3,4,5,0,45,50
916,1,0,3,4,5,0,45,50
917,1,0,3,4,5,0,45,50
918,1,0,3,4,5,0,45,50
919,1,0,3,4,5,0,45,50
920,1,0,3,4,5,0,45,50
921,1,0,3,4,5,0,45,50
922,1,0,3,4,5,0,45,50
923,1,0,3,4,5,0,45,50
924,1,0,4,5,5,0,60,65
925,1,0,4,5,5,0,60,65
926,1,0,4,5,5,0,60,65
927,1,0,4,5,5,0,60,65
928,1,0,4,5,5,0,60,65
929,1,0,4,5,5,0,60,65
930,1,0,4,5,5,0,60,65
931,1,0,4,5,5,0,60,65
932,1,0,4,5,5,0,60,65
933,1,0,4,5,5,0,60,65
934,1,0,4,5,5,0,60,65
935,1,0,4,5,5,0,60,65
936,1,0,4,5,5,0,60,65
937,1,0,4,5,5,0,60,65
938,1,0,4,5,5,0,60,65
939,1,0,4,5,5,0,60,65
940,1,0,4,5,5,0,60,65
941,1,0,4,5,5,0,60,65
942,1,0,4,5,5,0,60,65
943,1,0,4,5,5,0,60,65
944,1,0,4,5,5,0,60,65
945,1,0,4,5,5,0,60,65
946,1,0,4,5,5,0,60,65
947,1,0,4,5,5,0,60,65
948,1,0,4,5,5,0,60,65
949,1,0,4,5,5,0,60,65
950,1,0,4,5,5,0,60,65
951,1,0,4,5,5,0,60,65
952,1,0,4,5,5,0,60,65
953,1,0,4,5,5,0,60,65
954,1,0,4,5,5,0,60,65
955,1,0,4,5,5,0,60,65
956,1,0,4,5,5,0,60,65
957,1,0,4,5,5,0,60,65
958,1,0,4,5,5,0,60,65
959,1,0,4,5,5,0,60,65
960,1,0,4,5,5,0,60,65
961,1,0,4,5,5,0,60,65
962,1,0,4,5,5,0,60,65
963,1,0,4,5,5,0,60,65
964,1,0,4,5,5,0,60,65
965,1,0,4,5,5,0,60,65
966,1,0,4,5,5,0,60,65
967,1,0,4,5,5,0,60,65
968,1,0,4,5,5,0,60,65
969,1,0,4,5,5,0,60,65
970,1,0,4,5,5,0,60,65
971,1,0,4,5,5,0,60,65
972,1,0,4,5,5,0,60,65
973,1,0,4,5,5,0,60,65
974,1,0,4,5,5,0,60,65
975,1,0,4,5,5,0,60,65
976,1,0,4,5,5,0,60,65
977,1,0,4,5,5,0,60,65
978,1,0,4,5,5,0,60,65
979,1,0,4,5,5,0,60,65
980,1,0,4,5,5,0,60,65
981,1,0,4,5,5,0,60,65
982,1,0,4,5,5,0,60,65
983,1,0,4,5,5,0,60,65
984,1,0,4,5,5,0,60,65
985,1,0,4,5,5,0,60,65
986,1,0,4,5,5,0,60,65
987,1,0,4,5,5,0,60,65
988,1,0,4,5,5,0,60,65
989,1,0,4,5,5,0,60,65
990,1,0,4,5,5,0,60,65
991,1,0,4,5,5,0,60,65
992,1,0,4,5,5,0,60,65
993,1,0,4,5,5,0,60,65
994,1,0,4,5,5,0,60,65
995,1,0,4,5,5,0,60,65
996,1,0,4,5,5,0,60,65
997,1,0,4,5,5,0,60,65
998,1,0,4,5,5,0,60,65
999,1,0,4,5,5,0,60,65
1000,1,0,4,5,5,0,60,65
1001,1,0,4,5,5,0,60,65
1002,1,0,4,5,5,0,60,65
1003,1,0,4,5,5,0,60,65
1004,1,0,4,5,5,0,60,65
1005,1,0,4,5,5,0,60,65
1006,1,0,4,5,5,0,60,65
1007,1,0,4,5,5,0,60,65
1008,1,0,4,5,5,0,60,65
1009,1,0,4,5,5,0,60,65
1010,1,0,4,5,5,0,60,65
1011,1,0,4,5,5,0,60,65
1012,1,0,4,5,5,0,60,65
1013,1,0,4,5,5,0,60,65
1014,1,0,4,5,5,0,60,65
1015,1,0,4,5,5,0,60,65
1016,1,0,4,5,5,0,60,65
1017,1,0,4,5,5,0,60,65
1018,1,0,4,5,5,0,60,65
1019,1,0,4,5,5,0,60,65
1020,1,0,4,5,5,0,60,65
1021,1,0,4,5,5,0,60,65
1022,1,0,4,5,5,0,60,65
1023,1,0,4,5,5,0,60,65
1024,1,0,4,5,5,0,60,65
1025,1,0,4,5,5,0,60,65
1026,1,0,4,5,5,0,60,65
1027,1,0,4,5,5,0,60,65
1028,1,0,4,5,5,0,60,65
1029,1,0,4,5,5,0,60,65
1030,1,0,4,5,5,0,60,65
1031,1,0,4,5,5,0,60,65
1032,1,0,4,5,5,0,60,65
1033,1,0,4,5,5,0,60,65
1034,1,0,4,5,5,0,60,65
1035,1,0,4,5,5,0,60,65
1036,1,0,4,5,5,0,60,65
1037,1,0,4,5,5,0,60,65
1038,1,0,4,5,5,0,60,65
1039,1,0,4,5,5,0,60,65
1040,1,0,4,5,5,0,60,65
1041,1,0,4,5,5,0,60,65
1042,1,0,4,5,5,0,60,65
1043,1,0,4,5,5,0,60,65
1044,1,0,4,5,5,0,60,65
1045,1,0,4,5,5,0,60,65
1046,1,0,4,5,5,0,60,65
1047,1,0,4,5,5,0,60,65
1048,1,0,4,5,5,0,60,65
1049,1,0,4,5,5,0,60,65
1050,1,0,4,5,5,0,60,65
1051,1,0,4,5,5,0,60,65
1052,1,0,4,5,5,0,60,65
1053,1,0,4,5,5,0,60,65
1054,1,0,4,5,5,0,60,65
1055,1,0,4,5,5,0,60,65
1056,1,0,4,5,5,0,60,65
1057,1,0,4,5,5,0,60,65
1058,1,0,4,5,5,0,60,65
1059,1,0,4,5,5,0,60,65
1060,1,0,4,5,5,0,60,65
1061,1,0,4,5,5,0,60,65
1062,1,0,4,5,5,0,60,65
1063,1,0,4,5,5,0,60,65
1064,1,0,4,5,5,0,60,65
1065,1,0,4,5,5,0,60,65
1066,1,0,4,5,5,0,60,65
1067,1,0,4,5,5,0,60,65
1068,1,0,4,5,5,0,60,65
1069,1,0,4,5,5,0,60,65
1070,1,0,4,5,5,0,60,65
1071,1,0,4,5,5,0,60,65
1072,1,0,4,5,5,0,60,65
1073,1,0,4,5,5,0,60,65
1074,1,0,4,5,5,0,60,65
1075,1,0,4,5,5,0,60,65
1076,1,0,4,5,5,0,60,65
1077,1,0,4,5,5,0,60,65
1078,1,0,4,5,5,0,60,65
1079,1,0,4,5,5,0,60,65
1080,1,0,4,5,5,0,60,65
1081,1,0,4,5,5,0,60,65
1082,1,0,4,5,5,0,60,65
1083,1,0,4,5,5,0,60,65
1084,1,0,4,5,5,0,60,65
1085,1,0,4,5,5,0,60,65
1086,1,0,4,5,5,0,60,65
1087,1,0,4,5,5,0,60,65
1088,1,0,4,5,5,0,60,65
1089,1,0,4,5,5,0,60,65
1090,1,0,4,5,5,0,60,65
1091,1,0,4,5,5,0,60,65
1092,1,0,4,5,5,0,60,65
1093,1,0,4,5,5,0,60,65
1094,1,0,4,5,5,0,60,65
1095,1,0,4,5,5,0,60,65
1096,1,0,4,5,5,0,60,65
1097,1,0,4,5,5,0,60,65
1098,1,0,4,5,5,0,60,65
1099,1,0,4,5,5,0,60,65
1100,1,0,4,5,5,0,60,65
1101,1,0,4,5,5,0,60,65
1102,1,0,4,5,5,0,60,65
1103,1,0,4,5,5,0,60,65
1104,1,0,4,5,5,0,60,65
1105,1,0,4,5,5,0,60,65
1106,1,0,4,5,5,0,60,65
1107,1,0,4,5,5,0,60,65
1108,1,0,4,5,5,0,60,65
1109,1,0,4,5,5,0,60,65
1110,1,0,4,5,5,0,60,65
1111,1,0,4,5,5,0,60,65
1112,1,0,4,5,5,0,60,65
1113,1,0,4,5,5,0,60,65
1114,1,0,4,5,5,0,60,65
1115,1,0,4,5,5,0,60,65
1116,1,0,4,5,5,0,60,65
1117,1,0,4,5,5,0,60,65
1118,1,0,4,5,5,0,60,65
1119,1,0,4,5,5,0,60,65
1120,1,0,4,5,5,0,60,65
1121,1,0,4,5,5,0,60,65
